title,author,price,avg_reviews
SPSS Survival Manual: A Step Step Guide to Data Analysis Using IBM SPSS,[Pallant],38.25,4.7
Advanced Algorithms and Data Structures,[Marcello La Rocca],45.99,4.2
Recovering Black Storytelling in Qualitative Research (Futures of Data Analysis in Qualitative Research),,34.03,4.5
Adventures in Social Research: Data Analysis Using IBM SPSS Statistics,"[Earl Robert Babbie,William E. Wagner et al.]",85,4.4
Data Analysis: A Model Comparison Approach to Regression ANOVA and Beyond,"[Charles M. Judd,Gary H. McClelland et al.]",73.43,4.4
Data Analysis with SPSS: A First Course in Applied Statistics,"[Stephen Sweet,Karen Grace-Martin]",105.99,4.2
Qualitative and Mixed Methods Data Analysis Using Dedoose: A Practical Approach for Research Across the Social Sciences,"[Michelle Suzanne Salmona,Eli Lieber et al.]",45,4.3
Doing Bayesian Data Analysis: A Tutorial with R JAGS and Stan,[John Kruschke],68.99,4.6
Learning R: A Step--Step Function Guide to Data Analysis,[Richard Cotton],40.99,4.4
Analysis of Panel Data (Econometric Society Monographs),[Cheng Hsiao],49.99,
Advanced Statistics in Research: Reading Understanding and Writing Up Data Analysis Results,[Larry Hatcher],59.95,4.7
Intro to Python for Computer Science and Data Science: Learning to Program with AI Big Data and The Cloud,"[Paul Deitel,Harvey Deitel]",86.69,4.7
Social Statistics: Managing Data Conducting Analyses Presenting Results (Sociology Re-Wired),[Thomas J. Linneman],105.63,5
An Introduction to Analysis of Financial Data with R,[Tsay],53.71,4.2
Undergraduate Lectures on Measurements and Data Analysis (2nd Printing),[Dr. Paul Rumbach],30,
Data Structures and Algorithm Analysis in C++ Third Edition (Dover Books on Computer Science),,28.8,4.4
Experimental Design and Practical Data Analysis in POSITRON EMISSION TOMOGRAPHY,"[Prof Federico E Turkheimer,Mattia Veronese et al.]",39.9,4.5
Think Bayes: Bayesian Statistics in Python (Oreilly),[Allen B. Downey],23.98,4.5
Applying Quantitative Bias Analysis to Epidemiologic Data (Statistics for Biology and Health),,53.03,5
PYTHON FOR DATA ANALYSIS: A PRACTICAL GUIDE YOU CANâ€™T MISS TO MASTER DATA USING PYTHON. KEY TOOLS FOR DATA SCIENCE INTRODUCING YOU INTO DATA MANIPULATION DATA VISUALIZATION MACHINE LEARNING.,[ERICK THOMPSON],15.99,4.6
Data Literacy Fundamentals: Understanding the Power & Value of Data (The Data Literacy Series),,34.95,4.4
Data Analysis: An Introduction (Quantitative Applications in the Social Sciences),,28.01,4.3
Hands-On Graph Analytics with Neo4j: Perform graph processing and visualization techniques using connected data across your enterprise,[Estelle Scifo],44.99,4.2
Python for Data Science For Dummies,"[John Paul Mueller,Luca Massaron]",19.89,4.4
Problem Solving and Data Analysis: Sat Math Practice Test,[Educational Testing Group],14.95,5
Financial Theory with Python: A Gentle Introduction,[Yves Hilpisch],32.99,4.3
Think Stats: Exploratory Data Analysis,[Allen B. Downey],25.49,4.2
Learn T-SQL Querying: A guide to developing efficient and elegant T-SQL code,"[Pedro Lopes,Pam Lahoud]",39.99,4.7
Analysis of Categorical Data with R (Chapman & Hall/CRC Texts in Statistical Science),,92.7,4.6
Qualitative Data Analysis: An Introduction,[Carol Grbich],42.73,4.5
Exploratory Data Analysis with R,[Roger Peng],20,4.3
Statistics and Data Analysis for Nursing Research,[Denise Polit],113.99,4.3
An Introduction to Data Analysis: Quantitative Qualitative and Mixed Methods,[Tiffany Bergin],46,4.6
Analytics Stories: Using Data to Make Good Things Happen,[Wayne L. Winston],19.89,4.8
Fuzzy Transforms for Image Processing and Data Analysis: Core Concepts Processes and Applications,"[Ferdinando Di Martino,Salvatore Sessa]",169.99,
Data Analysis with Mplus (Methodology in the Social Sciences),,52,4.8
Unstructured Data Analysis: Entity Resolution and Regular Expressions in SAS,[K. Matthew Windham],34.95,4.5
Spatial Data Analysis: Models Methods and Techniques (SpringerBriefs in Regional Science),,74.99,5
The Good the Bad and the Data: Shane the Lone Ethnographerâ€™s Basic Guide to Qualitative Data Analysis,[Sally Campbell Galman],44.95,4.7
Codeless Time Series Analysis with KNIME: A practical guide to implementing forecasting models for time series analysis applications,"[Corey Weisinger,Maarit Widmann et al.]",44.99,4.7
An Introduction to Statistics and Data Analysis Using StataÂ®: From Research Design to Final Report,"[Lisa Daniels,Nicholas W. Minot]",74.61,4.6
Tableau Prep Cookbook: Use Tableau Prep to clean combine and transform your data for analysis,[Hendrik Kleine],39.99,4.7
A Step Step Guide PLS-SEM Data Analysis Using SmartPLS 4 (Partial least squares structural equation modeling),[Yan Piaw Chua],40,
Network Security Through Data Analysis: From Data to Action,[Michael Collins],46.63,4.5
A Primer in Biological Data Analysis and Visualization Using R,[Gregg Hartvigsen],37.25,4.3
Behavioral Data Analysis with R and Python: Customer-Driven Data for Real Business Results,[Florent Buisson],37.74,4.4
Mathematical Foundations for Data Analysis (Springer Series in the Data Sciences),,69.99,
Statistical Rethinking: A Bayesian Course with Examples in R and STAN (Chapman & Hall/CRC Texts in Statistical Science),,75.07,4.8
An Introduction to Categorical Data Analysis 3rd Edition (Wiley Series in Probability and Statistics),[Agresti],99.99,4.5
Student Solutions Manual for Ott/Longneckers An Introduction to Statistical Methods and Data Analysis 7th,"[R. Lyman Ott,Micheal T. Longnecker]",84.95,3.5
Microsoft Excel Data Analysis and Business Modeling (Business Skills),[Wayne Winston],49.99,4.5
Text Analytics with Python: A Practitioners Guide to Natural Language Processing,[Dipanjan Sarkar],23.49,4.6
Essentials of Qualitative Meta-Analysis (Essentials of Qualitative Methods),,19.99,
Data Analysis Using Regression and Multilevel/Hierarchical Models,,64.5,4.4
Introduction to Data Analytics for Accounting (International edition) Textbook only,[Ryan A. Teeter Vernon Richardson Katie L. Terrell],50,5
Statistical Analysis with Missing Data (Wiley Series in Probability and Statistics),"[Roderick J. A. Little,Donald B. Rubin]",86.25,4
Adverse Impact Analysis: Understanding Data Statistics and Risk,"[Scott B. Morris,Eric M. Dunleavy]",68.95,5
Hierarchical Modeling and Analysis for Spatial Data (Chapman & Hall/CRC Monographs on Statistics and Applied Probability),,88.5,4.1
Disrupting Data Governance: A Call to Action,[Laura B. Madsen],29.95,4.4
Python for Everybody: Exploring Data in Python 3,"[Dr. Charles Russell Severance,Sue Blumenberg et al.]",9.99,4.6
ggplot2: Elegant Graphics for Data Analysis (Use R),,41.78,4.4
Survival Analysis: Techniques for Censored and Truncated Data (Statistics for Biology and Health),,119.99,4.2
Time Series (Chapman & Hall/CRC Texts in Statistical Science),"[Robert Shumway,David Stoffer]",54.68,4.1
SPSS For Beginners in 45 Minutes: A 2021 Quick Reference Guide to Research Methods Data Analysis and Interpretation of Statistical Data,[Bill Wesley],10.99,3.5
Crime Analysis with Crime Mapping,[Rachel Boba Santos],87.99,4.6
Applied Longitudinal Analysis,"[Garrett M. Fitzmaurice,Nan M. Laird et al.]",122.76,4.3
Epidemiology: Study Design and Data Analysis Third Edition (Chapman & Hall/CRC Texts in Statistical Science),,99.41,4.4
Analysis of Economic Data,[Gary Koop],52.59,4.1
In-Memory Analytics with Apache Arrow: Perform fast and efficient data analytics on both flat and hierarchical structured data,"[Matthew Topol,Wes McKinney]",44.99,5
Data Analysis from Scratch with Python: The Complete Beginners Guide for Machine Learning Techniques and A Step Step NLP using Python Guide To Expert (Including Programming Interview Questions),[Stephen Richard],10.99,4.4
Functional Data Analysis with R and MATLAB (Use R!),,69.51,4.7
Dyadic Data Analysis (Methodology in the Social Sciences),,62.52,4.4
The 4-Step Thematic Data Analysis With MAXQDA,[Dr. Michael Amanfi],60,4.8
Learning Spark: Lightning-Fast Data Analytics,"[Jules Damji,Brooke Wenig et al.]",55.37,4.7
Analytics: Data Science Data Analysis and Predictive Analytics for Business,[Daniel Covington],21.97,3.9
Practical Data Analysis with JMP Third Edition,[Robert Carver],54.99,3.5
Python for Finance: Mastering Data-Driven Finance,[Yves Hilpisch],53.65,4.6
Applied Spatial Data Analysis with R (Use R! 10),"[Roger S. Bivand,Edzer Pebesma et al.]",72.47,4.5
Hands-On Exploratory Data Analysis with R: Become an expert in exploratory data analysis using R packages,"[Radhika Datar,Harish Garg]",29.99,3.2
The Data Collection Toolkit: Everything You Need to Organize Manage and Monitor Classroom Data,[Cindy Golden],42.95,4.5
Qualitative Data Analysis with ATLAS.ti,[Susanne Friese],50,4.7
C++ Programming: Program Design Including Data Structures (MindTap Course List),[D. S. Malik],98.7,4.4
Regression Analysis with Python,"[Luca Massaron,Alberto Boschetti]",46.99,4.1
Longitudinal Data Analysis for the Behavioral Sciences Using R,[Jeffrey D. Long],96.91,4.4
Practical SQL 2nd Edition: A Beginners Guide to Storytelling with Data,[Anthony DeBarros],27.99,4.7
Python Crash Course for Data Analysis: A Complete Beginner Guide for Python Coding NumPy Pandas and Data Visualization (Machine Learning & Data Science for Beginners),,17.99,4.1
Bayesian Modeling and Computation in Python (Chapman & Hall/CRC Texts in Statistical Science),,75.32,4.2
Random Data: Analysis and Measurement Procedures,"[Julius S. Bendat,Allan G. Piersol]",168.89,4.2
Data Envelopment Analysis: Let the Data Speak for Themselves,[Joe Zhu],49.99,4.6
Hands-On Financial Modeling with Microsoft Excel 2019: Build practical models for forecasting valuation trading and growth analysis using Excel 2019,[Shmuel Oluwa],33.29,4.2
Statistics for Machine Learning: Implement Statistical methods used in Machine Learning using Python (English Edition),[Himanshu Singh],26.95,4
Eco-Stats: Data Analysis in Ecology: From t-tests to Multivariate Abundances (Methods in Statistical Ecology),[David I Warton],139.99,
Thematic Analysis: A Practical Guide,"[Virginia Braun,Victoria Clarke]",45,4.9
Modes of Thinking for Qualitative Data Analysis,[Melissa Freeman],36.79,4.9
A Common-Sense Guide to Data Structures and Algorithms Second Edition: Level Up Your Core Programming Skills,[Jay Wengrow],39.71,4.7
Topological Data Analysis for Genomics and Evolution: Topology in Biology,"[Raul Rabadan,Andrew J. Blumberg]",43.03,4.5
Mathematical Statistics and Data Analysis (with CD Data Sets) (Available 2010 Titles Enhanced Web Assign),,168.7,3.8
Hands-On Time Series Analysis with R: Perform time series analysis and forecasting using R,,33.29,4.4
Exploratory Data Analysis with MATLABÂ® (Chapman & Hall/CRC Computer Science & Data Analysis),,55.37,4
Performing Data Analysis Using IBM SPSS,"[Lawrence S. Meyers,Glenn C. Gamst et al.]",82.99,4.5
Next Generation Data Management: Using Your Data Assets to Drive Mission Success,"[Dr Mark Brady,Barry Lyons et al.]",38,
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"[Judith D. Singer,John B. Willett]",78.49,4.5
Text Data Management and Analysis: A Practical Introduction to Information Retrieval and Text Mining (ACM Books),,95.95,4.3
Applied Survey Data Analysis (Chapman & Hall/CRC Statistics in the Social and Behavioral Sciences),,54.95,4.8
Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,[Claus O. Wilke],51.49,4.6
Numerical Methods Using Java: For Data Science Analysis and Engineering,[Haksun Li PhD],32.92,5
Data Analysis with Microsoft Power BI,[Brian Larson],43.15,3.8
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming For Beginners -Python Programming For Intermediates -Python Programming for Advanced (Your place to learn Python with ease),[Maurice J. Thompson],27.97,4.3
Mastering Vim: Build a software development environment with Vim and Neovim,[Ruslan Osipov],44.99,4.8
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,[Nipun Jaswal],37.99,4.4
Python: 3 books in 1- Your complete guide to python programming with Python for Beginners Python Data Analysis and Python Machine Learning (Programming Languages for Beginners),[Brady Ellison],24.95,4.7
Pandas for Everyone: Python Data Analysis (Addison-Wesley Data & Analytics Series),,38.91,4.5
Real World Health Care Data Analysis: Causal Methods and Implementation Using SASÂ®: Causal Methods and Implementation Using SASÂ®,"[Douglas Faries,Xiang Zhang et al.]",84.95,4.2
Introduction to Functional Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),,54.95,3.8
Adjustment Computations: Spatial Data Analysis,[Charles D. Ghilani],100.98,4.5
DATA ANALYTICS: Simple and Effective Tips and Tricks to Learn Data Analytics Effectively,[Benjamin Smith],19.99,5
Artificial Intelligence with Power BI: Take your data analytics skills to the next level leveraging the AI capabilities in Power BI,[Mary-Jo Diepeveen],46.99,4.4
Hands on Azure Data Studio: Microsofts Open Platform for Data Engineering and Analytics,[Jim Miller],9.99,4.3
Data Structures & Algorithm Analysis in C++,[Mark Weiss],177.32,4.2
The Esri Guide to GIS Analysis Volume 2: Spatial Measurements and Statistics,,45.49,4.7
The Handbook for Collaborative Common Assessments: Tools for Design Delivery and Data Analysis (Practical Measures for Improving Your Collaborative Common Assessment Process),[Cassandra Erkens],39.95,4.8
Learn Microsoft PowerApps: Build customized business applications without writing any code,[Matthew Weston],39.89,4.2
Software Architecture Patterns for Serverless Systems: Architecting for innovation with events autonomous services and micro frontends,"[John Gilbert,Ed Price]",45,4.8
Bayesian Statistics the Fun Way: Understanding Statistics and Probability with Star Wars LEGO and Rubber Ducks,[Will Kurt],33.2,4.6
The Data Revolution: A Critical Analysis of Big Data Open Data and Data Infrastructures,[Rob Kitchin],42,5
Data Structures and Algorithm Analysis in Java,[Mark Weiss],132.98,4.4
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,"[Gaurav Agarwal,Meenakshi Muralidharan et al.]",41.99,4.3
CompTIA Data+ Study Guide: Exam DA0-001,"[Mike Chapple,Sharif Nijim]",34.18,4.7
The Science of Deep Learning,[Iddo Drori],59.99,
Inside Deep Learning: Math Algorithms Models,[Edward Raff],45.2,5
Mathematical Aspects of Deep Learning,"[Philipp Grohs,Gitta Kutyniok]",89.99,
Deep Learning for Coders with Fastai and PyTorch: AI Applications Without a PhD,"[Jeremy Howard,Sylvain Gugger]",36.99,4.8
Practical Deep Learning: A Python-Based Introduction,[Ronald T. Kneusel],36.54,4.8
Deep Learning with PyTorch: Build train and tune neural networks using Python tools,"[Eli Stevens,Luca Antiga et al.]",36.26,4.4
Deep Learning from Scratch: Building with Python from First Principles,[Seth Weidman],38.99,4.4
Learning Deep Learning: Theory and Practice of Neural Networks Computer Vision Natural Language Processing and Transformers Using TensorFlow,[Magnus Ekman],53.23,4.7
Deep Learning: A Visual Approach,[Andrew Glassner],56.99,4.7
Deep Learning with Python Second Edition,[Francois Chollet],37.23,4.6
Deep Learning (The MIT Press Essential Knowledge series),,13.99,4.5
Deep Learning (Adaptive Computation and Machine Learning series),,54.25,4.3
Deep Learning Illustrated: A Visual Interactive Guide to Artificial Intelligence (Addison-Wesley Data & Analytics Series),,44.39,4.5
Deep Learning Architectures: A Mathematical Approach (Springer Series in the Data Sciences),,58.99,4.2
Foundations of Deep Reinforcement Learning: Theory and Practice in Python (Addison-Wesley Data & Analytics Series),,45.59,4.4
Dive Into Deep Learning: Tools for Engagement,"[Joanne Quinn,Joanne J. McEachen et al.]",38.95,4.7
Fundamentals of Deep Learning: Designing Next-Generation Machine Intelligence Algorithms,"[Nithin Buduma,Joe Papa et al.]",50.99,
Deep Learning with TensorFlow 2 and Keras: Regression ConvNets GANs RNNs NLP and more with TensorFlow 2 and the Keras API 2nd Edition,"[Antonio Gulli,Amita Kapoor et al.]",33.21,4.5
Deep Learning with JavaScript: Neural networks in TensorFlow.js,"[Shanqing Cai,Stan Bileschi et al.]",43.49,4.8
Deep Learning in Science,[Pierre Baldi],47.55,4.7
Applied Deep Learning and Computer Vision for Self-Driving Cars: Build autonomous vehicles using deep neural networks and behavior-cloning techniques,"[Sumit Ranjan,Dr. S. Senthamilarasu]",44.99,3.8
Deep Learning for Vision Systems,[Mohamed Elgendy],39.49,4.8
Deep Reinforcement Learning Hands-On: Apply modern RL methods to practical problems of chatbots robotics discrete optimization web automation and more 2nd Edition,[Maxim Lapan],54.99,4.5
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"[V Kishore Ayyadevara,Yeshwanth Reddy]",48.84,4.6
Synthetic Data for Deep Learning: Generate Synthetic Data for Decision Making and Applications with Python and R,"[Necmi GÃ¼rsakal,Sadullah Ã‡elik et al.]",44.99,
Geometry of Deep Learning: A Signal Processing Perspective (Mathematics in Industry 37),[Jong Chul Ye],66.27,3.6
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"[Sebastian Raschka,Yuxi (Hayden) Liu et al.]",46.79,4.7
Production-Ready Applied Deep Learning: Learn how to construct and deploy complex models in PyTorch and TensorFlow deep learning frameworks,"[Tomasz Palczewski,Jaejun (Brandon) Lee et al.]",47.49,
Grokking Deep Reinforcement Learning,[Miguel Morales],49.99,4.7
Deep Learning for the Life Sciences: Applying Deep Learning to Genomics Microscopy Drug Discovery and More,"[Bharath Ramsundar,Peter Eastman et al.]",48.49,4.2
Deep Learning in Production,[Sergios Karagiannakos],29.99,4.7
Math for Deep Learning: What You Need to Know to Understand Neural Networks,[Ronald T. Kneusel],36.49,4.5
Introduction to Deep Learning (The MIT Press),[Eugene Charniak],35,4
The Principles of Deep Learning Theory: An Effective Theory Approach to Understanding Neural Networks,"[Daniel A. Roberts,Sho Yaida et al.]",75.99,4.7
Practical Deep Learning for Cloud Mobile and Edge: Real-World AI & Computer-Vision Projects Using Python Keras & TensorFlow,"[Anirudh Koul,Siddha Ganju et al.]",55.43,4.6
Deep Learning: Engage the World Change the World,"[Michael Fullan,Joanne Quinn et al.]",32.33,4.5
Grokking Deep Learning,[Andrew Trask],39.49,4.4
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production,"[Yong Liu,Dr. Matei Zaharia]",44.99,4.8
Deep Learning For Dummies,"[John Paul Mueller,Luca Massaron]",19.89,4.5
Deep Learning with Python,[Francois Chollet],32.49,4.6
Deep Generative Modeling,[Jakub M. Tomczak],70,5
Generative Deep Learning: Teaching Machines to Paint Write Compose and Play,[David Foster],46.99,4.5
Artificial Intelligence Example: Acquire advanced AI machine learning and deep learning design skills 2nd Edition,[Denis Rothman],39.99,4.2
Deep Learning for NLP and Speech Recognition,"[Uday Kamath,John Liu et al.]",97.31,4.6
Deep Neural Evolution: Deep Learning with Evolutionary Computation (Natural Computing Series),,66.59,5
Hands-On Python Natural Language Processing: Explore tools and techniques to analyze and process text with a view to building real-world NLP applications,"[Aman Kedia,Mayank Rasu]",39.99,4.6
DEEP LEARNING WITH MATLAB,[Perez],25.99,
Guide to Deep Learning Basics: Logical Historical and Philosophical Perspectives,[Sandro Skansi],14.59,
Building Machine Learning and Deep Learning Models on Google Cloud Platform: A Comprehensive Guide for Beginners,[Ekaba Bisong],28.02,4.6
Deep Learning with R,"[Francois Chollet,J. J. Allaire]",46.99,4.5
Deep Learning for Natural Language Processing,[Stephan Raaijmakers],49.99,
Python Machine Learning for Beginners: Learning from scratch NumPy Pandas Matplotlib Seaborn Scikitlearn and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners),,19.99,4.5
Adversarial Deep Learning in Cybersecurity: Attack Taxonomies Defence Mechanisms and Learning Theories,"[Aneesh Sreevallabh Chivukula,Xinghao Yang et al.]",199.99,
Hands-On Machine Learning with Scikit-Learn Keras and TensorFlow: Concepts Tools and Techniques to Build Intelligent Systems,[AurÃ©lien GÃ©ron],75.99,
Black Hat Python 2nd Edition: Python Programming for Hackers and Pentesters,"[Justin Seitz,Tim Arnold]",37.49,4.7
Modern Deep Learning for Tabular Data: Novel Approaches to Common Modeling Problems,"[Andre Ye,Andy Wang]",49.99,
Probabilistic Deep Learning: With Python Keras and TensorFlow Probability,"[Oliver Duerr,Beate Sick et al.]",49.99,4.2
High-Dimensional Data Analysis with Low-Dimensional Models: Principles Computation and Applications,"[John Wright,Yi Ma]",75.99,4.8
Transformers for Natural Language Processing: Build train and fine-tune deep neural network architectures for NLP with Python PyTorch TensorFlow BERT and GPT-3 2nd Edition,"[Denis Rothman,Antonio Gulli]",39.89,4.7
Memorable teaching: Leveraging memory to build deep and durable learning in the classroom (High Impact Teaching series),[Peps Mccrea],14.95,4.6
Deep Reinforcement Learning in Action,"[Alexander Zai,Brandon Brown]",49.2,4.2
Artificial Intelligence with Python Cookbook: Proven recipes for applying AI algorithms and deep learning techniques using TensorFlow 2.x and PyTorch 1.6,[Ben Auffarth],39.99,4.5
Hands-On Image Generation with TensorFlow: A practical guide to generating images and videos using deep learning,[Soon Yau Cheong],40.59,4.8
Modern Deep Learning Design and Application Development: Versatile Tools to Solve Deep Learning Problems,[Andre Ye],49.44,5
Deep Learning with Keras: Implementing deep learning models and neural networks with the power of Python,"[Antonio Gulli,Sujit Pal]",51.99,3.5
Hands-On Genetic Algorithms with Python: Applying genetic algorithms to solve real-world deep learning and artificial intelligence problems,[Eyal Wirsansky],41.99,4.6
Engineering Deep Learning Systems,"[Chi Wang,Donald Szeto]",59.99,
Evolutionary Deep Learning: Genetic algorithms and neural networks,[Michael Lanham],59.99,
Transformers for Natural Language Processing: Build innovative deep neural network architectures for NLP with Python PyTorch TensorFlow BERT RoBERTa and more,[Denis Rothman],40.59,4.2
Introduction to Deep Learning for Healthcare,"[Cao Xiao,Jimeng Sun]",55.49,4.1
Deep Learning and Physics (Mathematical Physics Studies),,99.99,2
R Deep Learning Essentials: A step--step guide to building deep learning models using TensorFlow Keras and MXNet 2nd Edition,"[Mark Hodnett,Joshua F. Wiley]",41.99,4.1
Implement NLP use-cases using BERT: Explore the Implementation of NLP Tasks Using the Deep Learning Framework and Python (English Edition),[Amandeep],29.95,3
Machine Learning at Scale with H2O: A practical guide to building and deploying machine learning models on enterprise systems,"[Gregory Keys,David Whiting]",39.99,5
Python: The Complete Crash Course to Learn Python in One Week Machine Learning and Deep Learning with Hands-On Exercises,[frad willson],14.99,
Pro Deep Learning with TensorFlow: A Mathematical Approach to Advanced Artificial Intelligence in Python,[Santanu Pattanayak],69.99,4.1
ARTIFICIAL INTELLIGENCE WITH MATLAB. DEEP LEARNING ARCHITECTURES,[Perez],25.99,
GANs in Action: Deep learning with Generative Adversarial Networks,"[Jakub Langr,Vladimir Bok]",37.99,4.2
From Curiosity to Deep Learning: Personal Digital Inquiry in Grades K-5,"[Julie Coiro,Elizabeth Dobler et al.]",33.06,4.6
Deep Learning Applications of Short-range Radars,"[Avik Santra,Souvik Hazra]",179,5
Deep Learning Cookbook: Practical Recipes to Get Started Quickly,[Douwe Osinga],37.3,4.5
Deep Reinforcement Learning with Python: With PyTorch TensorFlow and OpenAI Gym,[Nimish Sanghi],36.49,4.3
Empowering Young Children,[Wendy Ostroff],34.95,
Deep Discourse: A Framework for Cultivating Student-Led Discussions -Use Conversation to Raise Student Learning Motivation and Engagement in K-12 Classrooms,"[Sandi Novak,Cara Slattery]",36.95,5
Purposeful Play: A Teachers Guide to Igniting Deep and Joyful Learning Across the Day,"[Kristine Mraz,Alison Porcelli et al.]",28.34,4.7
Generative AI with Python and TensorFlow 2: Create images text and music with VAEs GANs LSTMs Transformer models,"[Joseph Babcock,Raghav Bali]",37.99,4.3
DEEP LEARNING TOOLS: NEURAL NETWORKS USING MATLAB,[Perez],25.99,
Embedded Deep Learning: Algorithms Architectures and Circuits for Always-on Neural Network Processing,"[Bert Moons,Daniel Bankman et al.]",88.12,5
Learning Unix for OS X: Going Deep With the Terminal and Shell,[Dave Taylor],24.99,4.4
Hands-On Natural Language Processing with PyTorch 1.x: Build smart AI-driven linguistic applications using deep learning and NLP techniques,[Thomas Dop],41.99,3.7
Python Deep Learning Projects: 9 projects demystifying neural network and deep learning models for building intelligent systems,"[Matthew Lamons,Rahul Kumar et al.]",46.99,3.9
Deep Learning Pipeline: Building a Deep Learning Model with TensorFlow,"[Hisham El-Amir,Mahmoud Hamdy]",15.43,2
Machine Learning for Cybersecurity: Innovative Deep Learning Solutions (SpringerBriefs in Computer Science),[Marwan Omar],54.99,
Beginning Deep Learning with TensorFlow: Work with Keras MNIST Data Sets and Advanced Neural Networks,"[Liangqu Long,Xiangming Zeng]",28.98,
Cultivating Curiosity in K-12 Classrooms: How to Promote and Sustain Deep Learning,[Wendy L. Ostroff],21.9,4.5
Machine Learning for Economics and Finance in TensorFlow 2: Deep Learning Models for Research and Industry,[Isaiah Hull],48.04,3.3
Machine Learning for Algorithmic Trading: Predictive models to extract signals from market and alternative data for systematic trading strategies with Python 2nd Edition,[Stefan Jansen],44.99,4.5
The Deep Learning AI Playbook: Strategy for Disruptive Artificial Intelligence,[Carlos E Perez],29,3.7
Risk Modeling: Practical Applications of Artificial Intelligence Machine Learning and Deep Learning (Wiley and SAS Business Series),"[Terisa Roberts,Stephen J. Tonna]",47.92,
AI and Machine Learning for Coders: A Programmers Guide to Artificial Intelligence,[Laurence Moroney],38.49,4.7
Building Computer Vision Projects with OpenCV 4 and C++: Implement complex computer vision algorithms and explore deep learning and face detection,"[David Millan Escriva,Prateek Joshi et al.]",49.99,4.1
Advanced Deep Learning with TensorFlow 2 and Keras: Apply DL GANs VAEs deep RL unsupervised learning object detection and segmentation and more 2nd Edition,[Rowel Atienza],39.99,4.5
Deep Learning for Computer Vision with SASÂ®: An Introduction,[Robert Blanchard],25.95,
Understanding Deep Learning: Application in Rare Event Prediction (Student Version),[Chitta Ranjan Ph.D.],30,
Deep Learning on Graphs,"[Yao Ma,Jiliang Tang]",45.91,4.7
Data Orchestration in Deep Learning Accelerators (Synthesis Lectures on Computer Architecture),"[Tushar Krishna,Hyoukjun Kwon et al.]",73.76,4.2
Deep Reinforcement Learning,[Aske Plaat],58.31,
Efficient Processing of Deep Neural Networks (Synthesis Lectures on Computer Architecture),"[Vivienne Sze,Yu-Hsin Chen et al.]",86.35,4.5
Computer Vision: Algorithms and Applications (Texts in Computer Science),[Richard Szeliski],68.1,4.3
Applied Software Development With Python & Machine Learning Wearable & Wireless Systems For Movement Disorder Treatment Via Deep Brain Stimulation,"[Robert Lemoyne,Timothy Mastroianni]",79.23,
Data Scientist Pocket Guide: Over 600 Concepts Terminologies and Processes of Machine Learning and Deep Learning Assembled Together (English Edition),[Mohamed Sabri],29.95,4.7
Deep Learning with fastai Cookbook: Leverage the easy-to-use fastai framework to unlock the power of deep learning,[Mark Ryan],44.99,4.6
Learning TensorFlow: A Guide to Building Deep Learning Systems,"[Tom Hope,Yehezkel S. Resheff et al.]",35.75,3.9
Machine and Deep Learning in Oncology Medical Physics and Radiology,"[Issam El Naqa,Martin J. Murphy]",174.64,
Deep Learning for Physical Scientists: Accelerating Research with Machine Learning,"[Edward O. Pyzer-Knapp,Matthew Benatan]",69.1,5
Deep Learning and the Game of Go,"[Max Pumperla,Kevin Ferguson]",50.58,4.4
Automated Machine Learning with AutoKeras: Deep learning made accessible for everyone with just few lines of coding,[Luis Sobrecueva],41.99,4.7
Deep Learning with TensorFlow: Explore neural networks and build intelligent systems with Python 2nd Edition,"[Giancarlo Zaccone,Md. Rezaul Karim]",36.11,3.2
Advances in Electromagnetics Empowered Artificial Intelligence and Deep Learning (IEEE Press Series on Electromagnetic Wave Theory),"[Sawyer D. Campbell,Douglas H. Werner]",165,
Practical MATLAB Deep Learning: A Projects-Based Approach,"[Michael Paluszek,Stephanie Thomas et al.]",38.34,
AI Crash Course: A fun and hands-on introduction to machine learning reinforcement learning deep learning and artificial intelligence with Python,[Hadelin de Ponteves],29.99,4.2
Deep Learning In Biology And Medicine,"[Davide Bacciu,Paulo J G Lisboa et al.]",97.65,
Autonomous Robotics and Deep Learning (SpringerBriefs in Computer Science),,69.99,5
Hands-On Music Generation with Magenta: Explore the role of deep learning in music generation and assisted music composition,[Alexandre DuBreuil],41.99,4.5
Artificial Intelligence Machine Learning and Deep Learning,[Oswald Campesato],59.95,4.4
Culture in School Learning: Revealing the Deep Meaning,[Etta R. Hollins],48.81,4.4
Practical MATLAB Deep Learning: A Project-Based Approach,"[Michael Paluszek,Stephanie Thomas]",20.49,3.7
Graph-Powered Machine Learning,[Alessandro Nego],42.99,4.4
